IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexPointDeVente
1281;752;;14/04/2018;08/04/2018;4;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;466;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;467;0,9;4;154;TAXE;TAXE-SEJOUR;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;462;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;463;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;464;65;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;1;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;4;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;3;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1281;752;;14/04/2018;08/04/2018;2;0;6;6;465;125;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;0,9;1;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;26;1;141;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;408;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;409;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;410;0,9;4;154;TAXE;TAXE-SEJOUR;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;405;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;406;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;2;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;1;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;3;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1232;746;;16/02/2018;10/02/2018;4;0;6;6;407;44;1;144;CHB;CHAMBRE;1
1272;683;;09/04/2018;01/04/2018;2;0;8;1;462;0;1;143;CHB;CHAMBRE;1
1271;1043;;02/04/2018;01/04/2018;4;0;1;3;456;11;2;146;PDJ;PETIT-DEJ;1
1271;1043;;02/04/2018;01/04/2018;4;0;1;3;456;5,5;2;147;PDJ;PETIT-DEJ;1
1273;1043;;02/04/2018;01/04/2018;4;0;1;3;456;11;2;146;PDJ;PETIT-DEJ;1
1273;1043;;02/04/2018;01/04/2018;4;0;1;3;456;5,5;2;147;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;143;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;63,1;1;142;CHB;CHAMBRE;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;11;1;146;PDJ;PETIT-DEJ;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
1274;1051;;05/04/2018;04/04/2018;1;0;1;3;458;0,9;1;154;TAXE;TAXE-SEJOUR;1
