IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexPointDeVente
967;;4;;;;;;3;24/09/2017;6;2;120;BARS;BAR-SOFT;3
967;;4;;;;;;1;24/09/2017;6;2;120;BARS;BAR-SOFT;3
967;;4;;;;;;3;24/09/2017;4;1;117;BARA;BAR-ALCOOL;3
967;;4;;;;;;1;24/09/2017;4;1;117;BARA;BAR-ALCOOL;3
968;;7;;;;;;3;24/09/2017;29;4;180;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;25;1;14;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;21;1;17;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;20;1;12;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;4;2;193;BARS;BAR-SOFT;3
968;;7;;;;;;3;24/09/2017;4;1;189;BARA;BAR-ALCOOL;3
983;782;1;29/09/2017;28/09/2017;1;0;1;5;28/09/2017;19;1;16;REST;RESTAURANT;2
983;782;1;29/09/2017;28/09/2017;1;0;1;3;28/09/2017;19;1;16;REST;RESTAURANT;2
983;782;1;29/09/2017;28/09/2017;1;0;1;5;28/09/2017;3;1;119;BARS;BAR-SOFT;3
983;782;1;29/09/2017;28/09/2017;1;0;1;3;28/09/2017;3;1;119;BARS;BAR-SOFT;3
990;;2;;;;;;3;29/09/2017;10;1;4;REST;RESTAURANT;2
990;;2;;;;;;3;29/09/2017;10;1;4;REST;RESTAURANT;2
990;;2;;;;;;3;29/09/2017;8;1;24;REST;RESTAURANT;2
990;;2;;;;;;3;29/09/2017;7;1;18;REST;RESTAURANT;2
991;;2;;;;;;3;29/09/2017;21;2;223;REST;RESTAURANT;2
991;;2;;;;;;3;29/09/2017;25;1;32;BARA;BAR-ALCOOL;3
991;;2;;;;;;3;29/09/2017;4,5;2;110;BARA;BAR-ALCOOL;3
1000;693;2;02/10/2017;30/09/2017;2;0;2;3;30/09/2017;26;2;163;FORF;FORFAIT;2
1000;693;2;02/10/2017;30/09/2017;2;0;2;3;01/10/2017;26;2;163;FORF;FORFAIT;2
1007;;2;;;;;;1;01/10/2017;35;1;181;REST;RESTAURANT;2
1007;;2;;;;;;1;01/10/2017;20;1;12;REST;RESTAURANT;2
1007;;2;;;;;;1;01/10/2017;8;1;191;BARA;BAR-ALCOOL;3
1007;;2;;;;;;1;01/10/2017;4,5;1;111;BARA;BAR-ALCOOL;3
1007;;2;;;;;;1;01/10/2017;3;1;193;BARS;BAR-SOFT;3
1008;;4;;;;;;3;01/10/2017;21;1;223;REST;RESTAURANT;2
1008;;4;;;;;;3;01/10/2017;20;2;12;REST;RESTAURANT;2
1008;;4;;;;;;3;01/10/2017;18;1;15;REST;RESTAURANT;2
1008;;4;;;;;;3;01/10/2017;7;4;22;REST;RESTAURANT;2
1008;;4;;;;;;3;01/10/2017;39;1;47;BARA;BAR-ALCOOL;3
1009;;2;;;;;;3;01/10/2017;20;1;12;REST;RESTAURANT;2
1014;197;2;02/10/2017;01/10/2017;2;0;1;3;02/10/2017;7;2;203;BARA;BAR-ALCOOL;3
1016;740;1;05/10/2017;02/10/2017;1;0;3;6;03/10/2017;26;1;163;FORF;FORFAIT;2
1016;740;1;05/10/2017;02/10/2017;1;0;3;6;04/10/2017;26;1;163;FORF;FORFAIT;2
968;;7;;;;;;3;24/09/2017;7;1;203;BARA;BAR-ALCOOL;3
968;;7;;;;;;3;24/09/2017;7;1;203;BARA;BAR-ALCOOL;3
962;;2;;;;;;3;24/09/2017;15;2;187;REST;RESTAURANT;2
962;;2;;;;;;3;24/09/2017;4;1;193;BARS;BAR-SOFT;3
968;;7;;;;;;3;24/09/2017;7;1;22;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;7;1;20;REST;RESTAURANT;2
968;;7;;;;;;3;24/09/2017;2;1;173;BARS;BAR-SOFT;3
967;;4;;;;;;3;24/09/2017;2;2;173;BARS;BAR-SOFT;3
967;;4;;;;;;1;24/09/2017;2;2;173;BARS;BAR-SOFT;3
964;;2;;;;;;3;24/09/2017;2;1;173;BARS;BAR-SOFT;3
898;475;2;28/09/2017;15/09/2017;2;0;13;3;24/09/2017;4;1;193;BARS;BAR-SOFT;3
898;475;2;28/09/2017;15/09/2017;2;0;13;3;24/09/2017;4;2;189;BARA;BAR-ALCOOL;3
930;117;2;02/10/2017;20/09/2017;2;0;12;3;24/09/2017;4;1;189;BARA;BAR-ALCOOL;3
966;;2;;;;;;3;24/09/2017;2;2;173;BARS;BAR-SOFT;3
984;687;3;01/10/2017;29/09/2017;3;0;2;3;29/09/2017;35;1;181;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;29/09/2017;15;1;6;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;29/09/2017;20;1;12;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;29/09/2017;21;1;223;REST;RESTAURANT;2
980;737;1;30/09/2017;27/09/2017;1;0;3;3;29/09/2017;4;1;189;BARA;BAR-ALCOOL;3
980;737;1;30/09/2017;27/09/2017;1;0;3;1;29/09/2017;4;1;189;BARA;BAR-ALCOOL;3
980;737;1;30/09/2017;27/09/2017;1;0;3;3;29/09/2017;18;1;15;REST;RESTAURANT;2
980;737;1;30/09/2017;27/09/2017;1;0;3;1;29/09/2017;18;1;15;REST;RESTAURANT;2
989;786;2;30/09/2017;29/09/2017;2;0;1;1;29/09/2017;15;1;222;REST;RESTAURANT;2
989;786;2;30/09/2017;29/09/2017;2;0;1;1;29/09/2017;10;1;4;REST;RESTAURANT;2
989;786;2;30/09/2017;29/09/2017;2;0;1;1;29/09/2017;2;2;173;BARS;BAR-SOFT;3
989;786;2;30/09/2017;29/09/2017;2;0;1;1;29/09/2017;4;1;193;BARS;BAR-SOFT;3
989;786;2;30/09/2017;29/09/2017;2;0;1;1;29/09/2017;4;2;189;BARA;BAR-ALCOOL;3
997;736;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;3;2;193;BARS;BAR-SOFT;3
997;736;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;4;1;106;BARA;BAR-ALCOOL;3
1009;;2;;;;;;3;01/10/2017;21;1;223;REST;RESTAURANT;2
1009;;2;;;;;;3;01/10/2017;20;1;45;BARA;BAR-ALCOOL;3
1010;;4;;;;;;3;01/10/2017;29;2;180;REST;RESTAURANT;2
1010;;4;;;;;;3;01/10/2017;15;1;6;REST;RESTAURANT;2
1010;;4;;;;;;3;01/10/2017;10;1;4;REST;RESTAURANT;2
1010;;4;;;;;;3;01/10/2017;20;1;12;REST;RESTAURANT;2
1010;;4;;;;;;3;01/10/2017;4;4;105;BARA;BAR-ALCOOL;3
1010;;4;;;;;;3;01/10/2017;44;1;183;REST;RESTAURANT;2
1009;;2;;;;;;3;01/10/2017;7;2;20;REST;RESTAURANT;2
1010;;4;;;;;;3;01/10/2017;7;2;22;REST;RESTAURANT;2
1009;;2;;;;;;3;01/10/2017;2;2;173;BARS;BAR-SOFT;3
1020;;2;;;;;;3;03/10/2017;25;2;10;REST;RESTAURANT;2
1020;;2;;;;;;3;03/10/2017;20;1;12;REST;RESTAURANT;2
1020;;2;;;;;;3;03/10/2017;18;1;15;REST;RESTAURANT;2
1020;;2;;;;;;3;03/10/2017;5,5;1;219;REST;RESTAURANT;2
1020;;2;;;;;;3;03/10/2017;8;1;24;REST;RESTAURANT;2
1020;;2;;;;;;3;03/10/2017;4,5;2;110;BARA;BAR-ALCOOL;3
1020;;2;;;;;;3;03/10/2017;5;1;192;BARA;BAR-ALCOOL;3
984;687;3;01/10/2017;29/09/2017;3;0;2;3;29/09/2017;22;1;41;BARA;BAR-ALCOOL;3
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;15;1;6;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;10;1;4;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;21;1;223;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;20;1;14;REST;RESTAURANT;2
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;4;1;205;BARS;BAR-SOFT;3
984;687;3;01/10/2017;29/09/2017;3;0;2;3;30/09/2017;14;1;39;BARA;BAR-ALCOOL;3
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;10;3;4;REST;RESTAURANT;2
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;10;3;4;REST;RESTAURANT;2
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;10;1;4;REST;RESTAURANT;2
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;10;1;4;REST;RESTAURANT;2
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;4;2;193;BARS;BAR-SOFT;3
1003;708;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;4;2;193;BARS;BAR-SOFT;3
1004;787;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;11;1;221;REST;RESTAURANT;2
1000;693;2;02/10/2017;30/09/2017;2;0;2;3;01/10/2017;7;2;224;BARA;BAR-ALCOOL;3
1012;607;2;02/10/2017;01/10/2017;2;0;1;3;02/10/2017;3,5;1;176;BARS;BAR-SOFT;3
1012;607;2;02/10/2017;01/10/2017;2;0;1;3;02/10/2017;3,5;1;176;BARS;BAR-SOFT;3
1102;;4;;;;;;3;21/10/2017;18;1;15;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;18;1;15;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;21;1;223;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;21;1;223;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;25;2;14;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;25;2;14;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;4;1;118;BARS;BAR-SOFT;3
1102;;4;;;;;;1;21/10/2017;4;1;118;BARS;BAR-SOFT;3
1102;;4;;;;;;3;21/10/2017;39;1;43;BARA;BAR-ALCOOL;3
1102;;4;;;;;;1;21/10/2017;39;1;43;BARA;BAR-ALCOOL;3
1102;;4;;;;;;3;21/10/2017;7;1;22;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;7;1;22;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;8;1;18;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;8;1;18;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;8;1;18;REST;RESTAURANT;2
1102;;4;;;;;;1;21/10/2017;8;1;18;REST;RESTAURANT;2
1102;;4;;;;;;3;21/10/2017;2;1;173;BARS;BAR-SOFT;3
1102;;4;;;;;;1;21/10/2017;2;1;173;BARS;BAR-SOFT;3
1103;;10;;;;;;2;21/10/2017;25;9;14;REST;RESTAURANT;2
1103;;10;;;;;;2;21/10/2017;25;1;14;REST;RESTAURANT;2
1103;;10;;;;;;2;21/10/2017;8;1;18;REST;RESTAURANT;2
1103;;10;;;;;;2;21/10/2017;8;1;24;REST;RESTAURANT;2
994;779;3;30/09/2017;29/09/2017;3;0;1;3;29/09/2017;5;1;107;BARA;BAR-ALCOOL;3
994;779;3;30/09/2017;29/09/2017;3;0;1;3;29/09/2017;9;1;204;BARA;BAR-ALCOOL;3
994;779;3;30/09/2017;29/09/2017;3;0;1;3;29/09/2017;2,5;2;174;BARS;BAR-SOFT;3
988;781;1;02/10/2017;29/09/2017;1;0;3;3;29/09/2017;19;1;216;BARA;BAR-ALCOOL;3
1004;787;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;10;1;4;REST;RESTAURANT;2
1004;787;2;01/10/2017;30/09/2017;2;0;1;3;30/09/2017;5;2;189;BARA;BAR-ALCOOL;3
1005;;4;;;;;;3;30/09/2017;12;1;182;REST;RESTAURANT;2
1005;;4;;;;;;3;30/09/2017;15;1;222;REST;RESTAURANT;2
1005;;4;;;;;;3;30/09/2017;21;1;17;REST;RESTAURANT;2
1005;;4;;;;;;3;30/09/2017;21;1;223;REST;RESTAURANT;2
1005;;4;;;;;;3;30/09/2017;9;1;3;REST;RESTAURANT;2
1005;;4;;;;;;3;30/09/2017;17;1;217;BARA;BAR-ALCOOL;3
1005;;4;;;;;;3;30/09/2017;6;1;120;BARS;BAR-SOFT;3
1005;;4;;;;;;3;30/09/2017;4;1;117;BARA;BAR-ALCOOL;3
1006;;2;;;;;;3;30/09/2017;21;2;223;REST;RESTAURANT;2
1006;;2;;;;;;3;30/09/2017;8;1;18;REST;RESTAURANT;2
1017;795;2;04/10/2017;03/10/2017;2;0;1;3;03/10/2017;18;2;15;REST;RESTAURANT;2
1017;795;2;04/10/2017;03/10/2017;2;0;1;3;03/10/2017;4;2;189;BARA;BAR-ALCOOL;3
1016;740;1;05/10/2017;02/10/2017;1;0;3;6;03/10/2017;4;1;119;BARS;BAR-SOFT;3
1016;740;1;05/10/2017;02/10/2017;1;0;3;6;03/10/2017;2;1;173;BARS;BAR-SOFT;3
1021;;2;;;;;;3;04/10/2017;15;2;186;REST;RESTAURANT;2
1021;;2;;;;;;3;04/10/2017;18;2;15;REST;RESTAURANT;2
1021;;2;;;;;;3;04/10/2017;6;1;120;BARS;BAR-SOFT;3
1021;;2;;;;;;3;04/10/2017;3;1;119;BARS;BAR-SOFT;3
1025;;4;;;;;;3;05/10/2017;18;4;15;REST;RESTAURANT;2
1025;;4;;;;;;3;05/10/2017;8;4;18;REST;RESTAURANT;2
1025;;4;;;;;;3;05/10/2017;2;4;173;BARS;BAR-SOFT;3
1025;;4;;;;;;3;05/10/2017;14;1;49;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;7;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;1;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;05/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;7;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;1;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;06/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;7;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;1;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;07/10/2017;26;2;163;FORF;FORFAIT;2
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;7;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;1;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;2;08/10/2017;05/10/2017;2;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;1;08/10/2017;05/10/2017;1;0;3;7;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;1;08/10/2017;05/10/2017;1;0;3;1;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
1027;807;1;08/10/2017;05/10/2017;1;0;3;3;08/10/2017;4;3;105;BARA;BAR-ALCOOL;3
